id,Topic,SubTopic,Keyword,Keyword_ENG,cluster,LABELS,Semantic_score
195,Training en ontwikkeling,training,assessment training,assessment training,36,assessment training,1.000
196,Training en ontwikkeling,training,ppa training,ppa training,21,ppa training,1.000
197,Training en ontwikkeling,training,ppa training,ppa training,21,ppa training,1.000
198,Leiderschap,algemeen,effectief leiderschap training,effective leadership training,8, leadership,0.663
199,Testen,Intelligentie,emotionele intelligentie training,emotional intelligence training,26,emotional intelligence,0.836
200,Training en ontwikkeling,training,beste assessment training,beste assessment training,36,assessment training,0.797
201,Training en ontwikkeling,training,assessment training review,assessment training review,36,assessment training,0.890
202,Onboarding en rekrutering,recruitment,recruitment trainingen,recruitment trainings,6,recruitment strategy,0.816
203,Personeel,verandermanagement,trainingen verandermanagement,change management training,4,change management,0.831
204,Testen,Persoonlijkheidstest,disc training kosten,disc training costs,22,disc personality,0.340
205,Testen,Intelligentie,training emotionele intelligentie,emotional intelligence training,26,emotional intelligence,0.836
206,Training en ontwikkeling,training,assessment training,assessment training,36,assessment training,1.000
207,Assessment,ppa,assessment cursus,assessment cursus,29,ppa assessment,0.299
208,Training en ontwikkeling,training,beste assessment training,beste assessment training,36,assessment training,0.797
209,Training en ontwikkeling,training,assessment training review,assessment training review,36,assessment training,0.890
210,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling,self development,61,self development,1.000
211,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling boeken,books self development,61,self development,0.799
212,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling engels,self development english,61,self development,0.768
213,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling betekenis,self development meaning,61,self development,0.891
214,Training en ontwikkeling,zelfontwikkeling,persoonlijke zelfontwikkeling,personal self-development,61,self development,0.921
215,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling tips,self development tips,61,self development,0.833
216,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling competentie,self-development competence,61,self development,0.860
217,Training en ontwikkeling,zelfontwikkeling,zelfontwikkeling cursus,self-development course,61,self development,0.802
218,Training en ontwikkeling,zelfontwikkeling,verschil zelfontwikkeling en zelfontplooiing,difference self-development and self-development,20,difference self-development and self-development,1.000
219,Leiderschap,algemeen,leiderschapskwaliteiten ontwikkelen,develop leadership qualities,8, leadership,0.713
220,Leiderschap,algemeen,leiderschapskwaliteiten ontwikkelen,develop leadership qualities,8, leadership,0.713
221,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijkheid ontwikkelen,develop personality,5,describe personal development,0.657
222,Training en ontwikkeling,zelfontwikkeling,zelfbewustzijn ontwikkelen,develop self-awareness,61,self development,0.650
223,Training en ontwikkeling,medewerkers,competentie ontwikkelen medewerkers,developing employees' competence,62,employee development,0.765
224,Personeel,team,opleiden en ontwikkelen personeel,train and develop staff,40,developing a team,0.539
225,Training en ontwikkeling,persoonlijke ontwikkeling,soft skills ontwikkelen,develop soft skills,5,describe personal development,0.417
226,Testen,Intelligentie,emotionele intelligentie ontwikkelen,develop emotional intelligence,26,emotional intelligence,0.911
227,Training en ontwikkeling,medewerkers,competentie ontwikkelen medewerkers,developing employees' competence,62,employee development,0.765
228,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijke ontwikkeling medewerkers,personal development employees,5,describe personal development,0.706
229,Training en ontwikkeling,medewerkers,ontwikkeling medewerkers,employee development,62,employee development,1.000
230,Training en ontwikkeling,medewerkers,waarom ontwikkeling van medewerkers belangrijk, employee development is important,60, employee development is important,1.000
231,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijke ontwikkeling,personal development,5,describe personal development,0.925
232,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijke ontwikkeling voorbeelden,personal development examples,5,describe personal development,0.839
233,Training en ontwikkeling,persoonlijke ontwikkeling,ontwikkeling persoonlijkheid,personality development,5,describe personal development,0.720
234,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijke ontwikkeling medewerkers,personal development employees,5,describe personal development,0.706
235,Training en ontwikkeling,medewerkers,ontwikkeling medewerkers,employee development,62,employee development,1.000
236,Training en ontwikkeling,persoonlijke ontwikkeling,ontwikkelingsmogelijkheden,development opportunities,5,describe personal development,0.398
237,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijke ontwikkeling werk,personal development work,5,describe personal development,0.847
238,Training en ontwikkeling,persoonlijke ontwikkeling,onderwerpen persoonlijke ontwikkeling,subjects personal development,5,describe personal development,0.815
239,Training en ontwikkeling,persoonlijke ontwikkeling,wat is persoonlijke ontwikkeling, personal development,5,describe personal development,0.925
240,Training en ontwikkeling,persoonlijke ontwikkeling,persoonlijke ontwikkeling beschrijven,describe personal development,5,describe personal development,1.000
241,Training en ontwikkeling,medewerkers,waarom ontwikkeling van medewerkers belangrijk, employee development is important,60, employee development is important,1.000
242,Onboarding en rekrutering,Onboarding,onboarding,onboarding,18,onboarding proces,0.842
243,Onboarding en rekrutering,Onboarding,onboarding proces,onboarding proces,18,onboarding proces,1.000
244,Onboarding en rekrutering,Onboarding,wat is onboarding, onboarding,18,onboarding proces,0.842
245,Onboarding en rekrutering,Onboarding,onboarding definitie,onboarding definition,18,onboarding proces,0.728
246,Onboarding en rekrutering,Onboarding,onboarding tips,onboarding tips,18,onboarding proces,0.752
247,Leiderschap,eigenschappen,high potential,high potential,2,good leader,0.248
248,Leiderschap,eigenschappen,recruitmentproces,recruitmentproces,2,good leader,0.138
249,Onboarding en rekrutering,recruitment,wat is een recruiter, a recruiter,6,recruitment strategy,0.567
250,Onboarding en rekrutering,recruitment,recruitment oplossingen,recruitment solutions,6,recruitment strategy,0.870
251,Onboarding en rekrutering,recruitment,wat is recruitment, recruitment,6,recruitment strategy,0.862
252,Onboarding en rekrutering,recruitment,recruitment nederlands,recruitment dutch,6,recruitment strategy,0.607
253,Leiderschap,eigenschappen,high potential programma,high potential programma,2,good leader,0.136
254,Leiderschap,eigenschappen,identifying high potentials,identifying high potentials,2,good leader,0.100
255,Onboarding en rekrutering,recruitment,kosten recruitment,costs recruitment,6,recruitment strategy,0.733
256,Onboarding en rekrutering,recruitment,wervingsproces,recruitment process,6,recruitment strategy,0.834
257,Onboarding en rekrutering,recruitment,recruitment strategie,recruitment strategy,6,recruitment strategy,1.000
258,Onboarding en rekrutering,recruitment,recruitment strategien,recruitment strategies,6,recruitment strategy,0.960
259,Onboarding en rekrutering,recruitment,medewerkers aantrekken,attract employees,3,attract employees,1.000
260,Leiderschap,eigenschappen,de juiste kandidaat selecteren,select the right candidate,2,good leader,0.215
261,Assessment,ppa,sollicitant beoordelen,assess applicant,29,ppa assessment,0.499
262,Leiderschap,eigenschappen,sollicitatiegesprek voeren als werkgever,conducting a job interview as an employer,2,good leader,0.135
263,Onboarding en rekrutering,recruitment,werving en selectie betekenis,recruitment and selection meaning,6,recruitment strategy,0.735
264,Leiderschap,eigenschappen,360graden,360graden,2,good leader,0.160
265,Evaluatie,360 graden,360 graden feedback,360 degree feedback,9,360 degree evaluation,0.755
266,Evaluatie,360 graden,360 graden feedback,360 degree feedback,9,360 degree evaluation,0.755
267,Evaluatie,360 graden,360 graden evaluatie,360 degree evaluation,9,360 degree evaluation,1.000
268,Evaluatie,360 graden,360 grad feedback,360 grad feedback,43,feedback 360,0.720
269,Evaluatie,360 graden,360 graden feedback voorbeeld antwoorden,360 degree feedback example answers,47,360 degree feedback example answers,1.000
270,Evaluatie,360 graden,360 graden feedback formulier werk,360 degree feedback form work,46,360 feedback form,0.923
271,Evaluatie,360 graden,360 graden feedback verslag voorbeeld,360 degree feedback report example,47,360 degree feedback example answers,0.853
272,Evaluatie,360 graden,wat is 360 graden feedback, 360 degree feedback,9,360 degree evaluation,0.755
273,Evaluatie,360 graden,360 graden feedback vragenlijst,360 degree feedback questionnaire,9,360 degree evaluation,0.621
274,Evaluatie,360 graden,360 graden feedback voorbeeld antwoorden,360 degree feedback example answers,47,360 degree feedback example answers,1.000
275,Evaluatie,360 graden,360 graden feedback geven,Giving 360 degree feedback,9,360 degree evaluation,0.710
276,Evaluatie,360 graden,360 graden feedback uitleg,360 degree feedback explanation,9,360 degree evaluation,0.729
277,Evaluatie,360 graden,360 graden analyse,360 degree analysis,9,360 degree evaluation,0.881
278,Evaluatie,360 graden,360 graden feedback gratis,360 degree feedback for free,72,360 degree feedback for free,1.000
279,Evaluatie,360 graden,360 graden feedback formulier zorg,360 degree feedback form care,46,360 feedback form,0.803
280,Evaluatie,360 graden,360 graden feedback formulier,360 degree feedback form,46,360 feedback form,0.924
281,Evaluatie,360 graden,feedback 360,feedback 360,43,feedback 360,1.000
282,Evaluatie,360 graden,360 graden feedback invullen,Fill in 360 degree feedback,9,360 degree evaluation,0.692
283,Evaluatie,360 graden,360 feedback formulier,360 feedback form,46,360 feedback form,1.000
284,Evaluatie,360 graden,360 graden feedback medewerkers,360 degree feedback employees,9,360 degree evaluation,0.534
285,Evaluatie,360 graden,360 graden feedback vragenlijst gratis,360 degree feedback questionnaire for free,72,360 degree feedback for free,0.782
286,Evaluatie,360 graden,instrument 360 graden feedback,instrument 360 degree feedback,9,360 degree evaluation,0.584
287,Evaluatie,360 graden,vragen 360 graden feedback,ask 360 degree feedback,9,360 degree evaluation,0.693
288,Evaluatie,360 graden,doel 360 graden feedback,target 360 degree feedback,9,360 degree evaluation,0.675
289,Evaluatie,360 graden,360 graden feedback voorbeeld vragen,360 degree feedback example questions,47,360 degree feedback example answers,0.935
290,Evaluatie,360 graden,360 graden feedback voorbeeld,360 degree feedback example,47,360 degree feedback example answers,0.892
291,Evaluatie,360 graden,360 graden beoordeling,360 degree review,9,360 degree evaluation,0.818
292,Evaluatie,360 graden,360 graden feedback formulier leiderschap,360 degree leadership feedback form,46,360 feedback form,0.762
293,Evaluatie,360 graden,360 graden feedback test,360 degree feedback test,9,360 degree evaluation,0.726
294,Evaluatie,360 graden,360 beoordeling,360 rating,43,feedback 360,0.722
295,Evaluatie,360 graden,360 graden feedback systeem,360 degree feedback system,9,360 degree evaluation,0.665
296,Evaluatie,360 graden,feedback 360 graden,feedback 360 degrees,9,360 degree evaluation,0.739
297,Evaluatie,functioneringsgesprek,functioneringsgesprek voorbereiden,prepare performance interview,12,prepare performance interview,1.000
298,Evaluatie,functioneringsgesprek,functioneringsgesprek tips,performance appraisal tips,71,performance appraisal tips,1.000
299,Evaluatie,functioneringsgesprek,verbeterpunten functioneringsgesprek,points for improvement performance interview,12,prepare performance interview,0.755
300,Evaluatie,functioneringsgesprek,voorbereiden op functioneringsgesprek,preparing for performance interview,12,prepare performance interview,0.954
301,Evaluatie,functioneringsgesprek,vragen tijdens functioneringsgesprek,questions during performance interview,12,prepare performance interview,0.817
302,Evaluatie,functioneringsgesprek,doel functioneringsgesprek,target performance review,44,the performance review,0.745
